original,shuffle,fft,iafft,id,problem
1.0,1.0,0.9830559927948931,1.0,1,DodgerLoopWeekend
3.0,3.0,-2.7671452461005113,3.0,1,DodgerLoopWeekend
0.0,0.0,0.0,0.0,1,DodgerLoopWeekend
1.0,1.0,-0.7944120162371593,1.0,1,DodgerLoopWeekend
3.0,3.0,2.6098783273271984,3.0,1,DodgerLoopWeekend
1.0,1.0,0.9673255830468002,1.0,1,DodgerLoopWeekend
0.0,0.0,0.0,0.0,1,DodgerLoopWeekend
3.0,3.0,-1.314109491362844,3.0,1,DodgerLoopWeekend
1.0,1.0,-0.9783099661025265,1.0,1,DodgerLoopWeekend
1.0,1.0,-0.10824311974268482,1.0,1,DodgerLoopWeekend
3.0,3.0,1.161068051674563,3.0,1,DodgerLoopWeekend
3.0,3.0,-2.8099411388631195,3.0,1,DodgerLoopWeekend
5.0,5.0,2.761034355232722,5.0,1,DodgerLoopWeekend
4.0,4.0,3.729366583160285,4.0,1,DodgerLoopWeekend
5.0,5.0,4.627039855403107,5.0,1,DodgerLoopWeekend
3.0,3.0,-2.4952414399723386,3.0,1,DodgerLoopWeekend
2.0,2.0,1.987741765651218,2.0,1,DodgerLoopWeekend
2.0,2.0,1.2994216894163668,2.0,1,DodgerLoopWeekend
3.0,3.0,-1.1808217911257672,3.0,1,DodgerLoopWeekend
12.0,12.0,-11.663775955046827,12.0,1,DodgerLoopWeekend
5.0,5.0,1.922843306444261,5.0,1,DodgerLoopWeekend
8.0,8.0,-7.700308319523831,8.0,1,DodgerLoopWeekend
11.0,11.0,-10.105203693722316,11.0,1,DodgerLoopWeekend
6.0,6.0,-2.1078859882534147,6.0,1,DodgerLoopWeekend
6.0,6.0,4.922303832978768,6.0,1,DodgerLoopWeekend
10.0,10.0,7.699107563904363,10.0,1,DodgerLoopWeekend
9.0,9.0,-8.783279564052721,9.0,1,DodgerLoopWeekend
15.0,15.0,4.247508874063368,15.0,1,DodgerLoopWeekend
19.0,19.0,-14.144866438313725,19.0,1,DodgerLoopWeekend
13.0,13.0,-1.4296044415344298,13.0,1,DodgerLoopWeekend
17.0,17.0,-15.09882611591032,17.0,1,DodgerLoopWeekend
17.0,17.0,16.04038623288687,17.0,1,DodgerLoopWeekend
22.0,22.0,15.69333934854933,22.0,1,DodgerLoopWeekend
27.0,27.0,-26.978704604028735,27.0,1,DodgerLoopWeekend
29.0,29.0,22.828116844239556,29.0,1,DodgerLoopWeekend
17.0,17.0,-0.3241420625893621,17.0,1,DodgerLoopWeekend
26.0,26.0,-4.183846985154378,26.0,1,DodgerLoopWeekend
28.0,28.0,9.732243722533074,28.0,1,DodgerLoopWeekend
32.0,32.0,13.646819347593697,32.0,1,DodgerLoopWeekend
43.0,43.0,34.11503069691138,43.0,1,DodgerLoopWeekend
40.0,40.0,-4.177893141154842,40.0,1,DodgerLoopWeekend
48.0,48.0,-47.47073139542195,48.0,1,DodgerLoopWeekend
34.0,34.0,33.99990243995888,34.0,1,DodgerLoopWeekend
33.0,33.0,-2.3676227390799465,33.0,1,DodgerLoopWeekend
36.0,36.0,10.122549202181856,36.0,1,DodgerLoopWeekend
30.0,30.0,-23.26718701864252,30.0,1,DodgerLoopWeekend
35.0,35.0,34.606915093414734,35.0,1,DodgerLoopWeekend
49.0,49.0,35.61041904043855,49.0,1,DodgerLoopWeekend
29.0,29.0,20.684537704031033,29.0,1,DodgerLoopWeekend
35.0,35.0,-29.439389037287793,35.0,1,DodgerLoopWeekend
42.0,42.0,-15.699272850201043,42.0,1,DodgerLoopWeekend
41.0,41.0,-39.682390116290975,41.0,1,DodgerLoopWeekend
33.0,33.0,-0.2890905291907046,33.0,1,DodgerLoopWeekend
42.0,42.0,-38.885837583102486,42.0,1,DodgerLoopWeekend
41.0,41.0,-40.2091305676025,41.0,1,DodgerLoopWeekend
38.0,38.0,13.45102135322235,38.0,1,DodgerLoopWeekend
39.0,39.0,36.18874485083186,39.0,1,DodgerLoopWeekend
33.0,33.0,-24.22374917520727,33.0,1,DodgerLoopWeekend
50.0,50.0,34.11250754406783,50.0,1,DodgerLoopWeekend
42.0,42.0,-38.20706519650918,42.0,1,DodgerLoopWeekend
42.0,42.0,24.23924079139788,42.0,1,DodgerLoopWeekend
48.0,48.0,44.16648737494763,48.0,1,DodgerLoopWeekend
44.0,44.0,-38.42193843226761,44.0,1,DodgerLoopWeekend
34.0,34.0,28.676431966683637,34.0,1,DodgerLoopWeekend
39.0,39.0,4.775933274297992,39.0,1,DodgerLoopWeekend
45.0,45.0,-11.644017650028834,45.0,1,DodgerLoopWeekend
44.0,44.0,16.16807107204263,44.0,1,DodgerLoopWeekend
32.0,32.0,-19.543670392001676,32.0,1,DodgerLoopWeekend
46.0,46.0,-14.96312904462402,46.0,1,DodgerLoopWeekend
43.0,43.0,19.01852326576739,43.0,1,DodgerLoopWeekend
38.0,38.0,-15.306162755223662,38.0,1,DodgerLoopWeekend
40.0,40.0,38.51821559470343,40.0,1,DodgerLoopWeekend
38.0,38.0,1.4603008266825874,38.0,1,DodgerLoopWeekend
42.0,42.0,-23.569445328283056,42.0,1,DodgerLoopWeekend
31.0,31.0,-26.809697032769893,31.0,1,DodgerLoopWeekend
34.0,34.0,-30.7489190430769,34.0,1,DodgerLoopWeekend
52.0,52.0,-46.15835170640386,52.0,1,DodgerLoopWeekend
29.0,29.0,-6.128593364330455,29.0,1,DodgerLoopWeekend
32.0,32.0,31.999167031019354,32.0,1,DodgerLoopWeekend
22.0,22.0,-15.501090733139044,22.0,1,DodgerLoopWeekend
31.0,31.0,-16.3923016797777,31.0,1,DodgerLoopWeekend
28.0,28.0,22.37971034473339,28.0,1,DodgerLoopWeekend
43.0,43.0,37.42040194129357,43.0,1,DodgerLoopWeekend
25.0,25.0,9.489541968502852,25.0,1,DodgerLoopWeekend
33.0,33.0,22.683183650899878,33.0,1,DodgerLoopWeekend
38.0,38.0,-3.784260924015192,38.0,1,DodgerLoopWeekend
26.0,26.0,-9.599620493320545,26.0,1,DodgerLoopWeekend
29.0,29.0,28.986559028869163,29.0,1,DodgerLoopWeekend
32.0,32.0,-31.494206796565962,32.0,1,DodgerLoopWeekend
28.0,28.0,24.99269891338752,28.0,1,DodgerLoopWeekend
24.0,24.0,14.4030206618668,24.0,1,DodgerLoopWeekend
30.0,30.0,20.13838106783804,30.0,1,DodgerLoopWeekend
29.0,29.0,19.209088575051815,29.0,1,DodgerLoopWeekend
26.0,26.0,-9.315052688030374,26.0,1,DodgerLoopWeekend
21.0,21.0,-19.465734412456545,21.0,1,DodgerLoopWeekend
35.0,35.0,-2.7166865382517176,35.0,1,DodgerLoopWeekend
32.0,32.0,3.0910546805383494,32.0,1,DodgerLoopWeekend
27.0,27.0,-26.706369868138882,27.0,1,DodgerLoopWeekend
42.0,42.0,-23.346493824271,42.0,1,DodgerLoopWeekend
23.0,23.0,-9.992077775780869,23.0,1,DodgerLoopWeekend
20.0,20.0,-19.99118193933509,20.0,1,DodgerLoopWeekend
23.0,23.0,-1.232390175450405,23.0,1,DodgerLoopWeekend
23.0,23.0,13.316714572723313,23.0,1,DodgerLoopWeekend
32.0,32.0,-31.63698914413506,32.0,1,DodgerLoopWeekend
24.0,24.0,-23.26117886924644,24.0,1,DodgerLoopWeekend
31.0,31.0,-8.538113852539105,31.0,1,DodgerLoopWeekend
21.0,21.0,13.318535752662163,21.0,1,DodgerLoopWeekend
29.0,29.0,-18.104988296480936,29.0,1,DodgerLoopWeekend
25.0,25.0,-24.034868357485706,25.0,1,DodgerLoopWeekend
25.0,25.0,-7.316717272430978,25.0,1,DodgerLoopWeekend
26.0,26.0,25.24358322331924,26.0,1,DodgerLoopWeekend
24.0,24.0,4.722731252469403,24.0,1,DodgerLoopWeekend
26.0,26.0,-10.060439008935198,26.0,1,DodgerLoopWeekend
30.0,30.0,19.495979140081594,30.0,1,DodgerLoopWeekend
26.0,26.0,14.011229712657832,26.0,1,DodgerLoopWeekend
37.0,37.0,0.2570273794782605,37.0,1,DodgerLoopWeekend
21.0,21.0,-20.667447547209488,21.0,1,DodgerLoopWeekend
35.0,35.0,22.465482850907293,35.0,1,DodgerLoopWeekend
30.0,30.0,-21.774670071555292,30.0,1,DodgerLoopWeekend
27.0,27.0,-22.33005195406667,27.0,1,DodgerLoopWeekend
25.0,25.0,-14.627854604789931,25.0,1,DodgerLoopWeekend
27.0,27.0,-24.615030739323537,27.0,1,DodgerLoopWeekend
33.0,33.0,14.064735686914165,33.0,1,DodgerLoopWeekend
23.0,23.0,-22.877045794004882,23.0,1,DodgerLoopWeekend
39.0,39.0,-38.86480823970027,39.0,1,DodgerLoopWeekend
33.0,33.0,-19.971246997102497,33.0,1,DodgerLoopWeekend
33.0,33.0,31.686671894628777,33.0,1,DodgerLoopWeekend
31.0,31.0,24.48650975536124,31.0,1,DodgerLoopWeekend
36.0,36.0,-21.429540502709344,36.0,1,DodgerLoopWeekend
33.0,33.0,-7.541489737940868,33.0,1,DodgerLoopWeekend
35.0,35.0,-27.31061665993425,35.0,1,DodgerLoopWeekend
46.0,46.0,28.78160185416506,46.0,1,DodgerLoopWeekend
38.0,38.0,2.3274877845864492,38.0,1,DodgerLoopWeekend
28.0,28.0,-24.24091507497632,28.0,1,DodgerLoopWeekend
29.0,29.0,15.178203533099735,29.0,1,DodgerLoopWeekend
44.0,44.0,-43.13995396810937,44.0,1,DodgerLoopWeekend
38.0,38.0,-10.721937749934431,38.0,1,DodgerLoopWeekend
33.0,33.0,22.878294633506684,33.0,1,DodgerLoopWeekend
38.0,38.0,-36.79783161530241,38.0,1,DodgerLoopWeekend
50.0,50.0,-49.91563662808139,50.0,1,DodgerLoopWeekend
40.0,40.0,-39.909552683565,40.0,1,DodgerLoopWeekend
50.0,50.0,-49.40191426729275,50.0,1,DodgerLoopWeekend
47.0,47.0,-42.87170698146627,47.0,1,DodgerLoopWeekend
43.0,43.0,42.492549358501705,43.0,1,DodgerLoopWeekend
40.0,40.0,39.9970848283338,40.0,1,DodgerLoopWeekend
40.0,40.0,34.68444337170248,40.0,1,DodgerLoopWeekend
32.0,32.0,23.380333024988737,32.0,1,DodgerLoopWeekend
27.0,27.0,26.790653240876935,27.0,1,DodgerLoopWeekend
35.0,35.0,-21.117221859416535,35.0,1,DodgerLoopWeekend
36.0,36.0,10.354206540138595,36.0,1,DodgerLoopWeekend
42.0,42.0,30.49767883768117,42.0,1,DodgerLoopWeekend
30.0,30.0,-29.9587076104455,30.0,1,DodgerLoopWeekend
35.0,35.0,8.931385418274424,35.0,1,DodgerLoopWeekend
30.0,30.0,-6.364395335502825,30.0,1,DodgerLoopWeekend
41.0,41.0,39.69720020026942,41.0,1,DodgerLoopWeekend
38.0,38.0,-37.767809899590524,38.0,1,DodgerLoopWeekend
34.0,34.0,32.62600026406214,34.0,1,DodgerLoopWeekend
31.0,31.0,-12.256859217638223,31.0,1,DodgerLoopWeekend
31.0,31.0,25.824627729047492,31.0,1,DodgerLoopWeekend
27.0,27.0,8.194428235467205,27.0,1,DodgerLoopWeekend
21.0,21.0,18.821991957965626,21.0,1,DodgerLoopWeekend
35.0,35.0,-33.961095393630615,35.0,1,DodgerLoopWeekend
21.0,21.0,14.702046682246372,21.0,1,DodgerLoopWeekend
29.0,29.0,-18.94025935779552,29.0,1,DodgerLoopWeekend
30.0,30.0,26.475784593636973,30.0,1,DodgerLoopWeekend
33.0,33.0,32.556632606402694,33.0,1,DodgerLoopWeekend
27.0,27.0,-23.440777775590938,27.0,1,DodgerLoopWeekend
30.0,30.0,16.239067738540466,30.0,1,DodgerLoopWeekend
33.0,33.0,-28.318334158927374,33.0,1,DodgerLoopWeekend
34.0,34.0,11.571472370091831,34.0,1,DodgerLoopWeekend
36.0,36.0,35.491505761701106,36.0,1,DodgerLoopWeekend
22.0,22.0,4.716485993710437,22.0,1,DodgerLoopWeekend
27.0,27.0,23.507312892255552,27.0,1,DodgerLoopWeekend
30.0,30.0,18.863159989469676,30.0,1,DodgerLoopWeekend
37.0,37.0,31.777159789003175,37.0,1,DodgerLoopWeekend
34.0,34.0,25.32092928786248,34.0,1,DodgerLoopWeekend
20.0,20.0,-7.468170632894381,20.0,1,DodgerLoopWeekend
33.0,33.0,-4.665269494457741,33.0,1,DodgerLoopWeekend
33.0,33.0,-9.599103695998558,33.0,1,DodgerLoopWeekend
28.0,28.0,2.7386723054051583,28.0,1,DodgerLoopWeekend
27.0,27.0,24.46411616235754,27.0,1,DodgerLoopWeekend
42.0,42.0,32.703224704485464,42.0,1,DodgerLoopWeekend
29.0,29.0,13.19327331512264,29.0,1,DodgerLoopWeekend
27.0,27.0,19.804582388816087,27.0,1,DodgerLoopWeekend
22.0,22.0,-5.647339697476593,22.0,1,DodgerLoopWeekend
23.0,23.0,-12.393138290348409,23.0,1,DodgerLoopWeekend
22.0,22.0,-20.424149436464855,22.0,1,DodgerLoopWeekend
31.0,31.0,-9.131773364767609,31.0,1,DodgerLoopWeekend
31.0,31.0,-30.997233303110658,31.0,1,DodgerLoopWeekend
24.0,24.0,20.455416109571537,24.0,1,DodgerLoopWeekend
25.0,25.0,-8.053533729869484,25.0,1,DodgerLoopWeekend
27.0,27.0,-8.511441466083019,27.0,1,DodgerLoopWeekend
28.0,28.0,-27.93437677986583,28.0,1,DodgerLoopWeekend
21.0,21.0,-20.585032968857405,21.0,1,DodgerLoopWeekend
27.0,27.0,-19.37217292799066,27.0,1,DodgerLoopWeekend
24.0,24.0,19.13951575354993,24.0,1,DodgerLoopWeekend
25.0,25.0,-19.664519693834574,25.0,1,DodgerLoopWeekend
21.0,21.0,3.5105166339958243,21.0,1,DodgerLoopWeekend
12.0,12.0,-11.897384806679124,12.0,1,DodgerLoopWeekend
14.0,14.0,2.9698617074485165,14.0,1,DodgerLoopWeekend
18.0,18.0,-14.687496123924149,18.0,1,DodgerLoopWeekend
25.0,25.0,-8.069336237697412,25.0,1,DodgerLoopWeekend
24.0,24.0,18.099163292365247,24.0,1,DodgerLoopWeekend
18.0,18.0,-17.834554661553376,18.0,1,DodgerLoopWeekend
19.0,19.0,18.55857222599214,19.0,1,DodgerLoopWeekend
26.0,26.0,-24.94337353011211,26.0,1,DodgerLoopWeekend
15.0,15.0,14.957913247014902,15.0,1,DodgerLoopWeekend
29.0,29.0,-26.568596404121013,29.0,1,DodgerLoopWeekend
29.0,29.0,-5.601786901061375,29.0,1,DodgerLoopWeekend
24.0,24.0,-16.823566220667217,24.0,1,DodgerLoopWeekend
13.0,13.0,-8.183739067392727,13.0,1,DodgerLoopWeekend
22.0,22.0,-14.576153871378168,22.0,1,DodgerLoopWeekend
14.0,14.0,13.952376700985614,14.0,1,DodgerLoopWeekend
33.0,33.0,-25.024197168663825,33.0,1,DodgerLoopWeekend
21.0,21.0,14.308772114274971,21.0,1,DodgerLoopWeekend
11.0,11.0,9.270972812160558,11.0,1,DodgerLoopWeekend
18.0,18.0,-12.160565267664824,18.0,1,DodgerLoopWeekend
18.0,18.0,-12.82016519348592,18.0,1,DodgerLoopWeekend
19.0,19.0,16.46944280364804,19.0,1,DodgerLoopWeekend
12.0,12.0,-7.012533299413241,12.0,1,DodgerLoopWeekend
18.0,18.0,-3.730047272348282,18.0,1,DodgerLoopWeekend
21.0,21.0,-16.16715170984084,21.0,1,DodgerLoopWeekend
13.0,13.0,-1.7843287516321276,13.0,1,DodgerLoopWeekend
7.0,7.0,-0.8446728004831374,7.0,1,DodgerLoopWeekend
12.0,12.0,11.512855780136956,12.0,1,DodgerLoopWeekend
16.0,16.0,15.570341417437435,16.0,1,DodgerLoopWeekend
11.0,11.0,-10.793360601761583,11.0,1,DodgerLoopWeekend
9.0,9.0,1.3173733769332765,9.0,1,DodgerLoopWeekend
13.0,13.0,12.533241102706889,13.0,1,DodgerLoopWeekend
20.0,20.0,-8.333148381614361,20.0,1,DodgerLoopWeekend
9.0,9.0,-7.376883497762891,9.0,1,DodgerLoopWeekend
10.0,10.0,-8.672846097670918,10.0,1,DodgerLoopWeekend
12.0,12.0,5.462886389583737,12.0,1,DodgerLoopWeekend
5.0,5.0,4.923218060228911,5.0,1,DodgerLoopWeekend
9.0,9.0,-6.986576267941826,9.0,1,DodgerLoopWeekend
4.0,4.0,-0.06263400835740712,4.0,1,DodgerLoopWeekend
4.0,4.0,-2.69270715549096,4.0,1,DodgerLoopWeekend
6.0,6.0,3.290637431628775,6.0,1,DodgerLoopWeekend
9.0,9.0,0.8352574614395112,9.0,1,DodgerLoopWeekend
5.0,5.0,4.992848196736296,5.0,1,DodgerLoopWeekend
16.0,16.0,-3.293392620402016,16.0,1,DodgerLoopWeekend
8.0,8.0,-1.5086075324375823,8.0,1,DodgerLoopWeekend
9.0,9.0,-7.759789580353559,9.0,2,DodgerLoopWeekend
10.0,10.0,-2.466147309145489,10.0,2,DodgerLoopWeekend
5.0,5.0,-3.411833687147811,5.0,2,DodgerLoopWeekend
7.0,7.0,-5.178635972961021,7.0,2,DodgerLoopWeekend
10.0,10.0,6.97017848341374,10.0,2,DodgerLoopWeekend
9.0,9.0,-4.574653291897406,9.0,2,DodgerLoopWeekend
5.0,5.0,1.7421068187872437,5.0,2,DodgerLoopWeekend
6.0,6.0,5.99963322665802,6.0,2,DodgerLoopWeekend
8.0,8.0,-0.8223482546958266,8.0,2,DodgerLoopWeekend
3.0,3.0,-2.993173941857515,3.0,2,DodgerLoopWeekend
6.0,6.0,3.3217173824304655,6.0,2,DodgerLoopWeekend
3.0,3.0,2.661245809636413,3.0,2,DodgerLoopWeekend
5.0,5.0,4.651395443179372,5.0,2,DodgerLoopWeekend
4.0,4.0,3.999980519662771,4.0,2,DodgerLoopWeekend
3.0,3.0,2.5782358216021604,3.0,2,DodgerLoopWeekend
5.0,5.0,-4.986593082068747,5.0,2,DodgerLoopWeekend
4.0,4.0,-0.0003707728892754787,4.0,2,DodgerLoopWeekend
6.0,6.0,3.082567443765416,6.0,2,DodgerLoopWeekend
4.0,4.0,-3.990740931300792,4.0,2,DodgerLoopWeekend
1.0,1.0,-0.6402322427283355,1.0,2,DodgerLoopWeekend
6.0,6.0,-5.91359716683713,6.0,2,DodgerLoopWeekend
3.0,3.0,-2.312851673598246,3.0,2,DodgerLoopWeekend
4.0,4.0,1.710029369821088,4.0,2,DodgerLoopWeekend
3.0,3.0,1.5943507410092597,3.0,2,DodgerLoopWeekend
4.0,4.0,1.9131140501305817,4.0,2,DodgerLoopWeekend
9.0,9.0,-5.213145984208293,9.0,2,DodgerLoopWeekend
4.0,4.0,-0.3726804409088297,4.0,2,DodgerLoopWeekend
2.0,2.0,-1.7538142026194592,2.0,2,DodgerLoopWeekend
3.0,3.0,-0.35042759966375214,3.0,2,DodgerLoopWeekend
3.0,3.0,-0.045000781634985054,3.0,2,DodgerLoopWeekend
1.0,1.0,-0.3932632728263745,1.0,2,DodgerLoopWeekend
3.0,3.0,1.6127060141681044,3.0,2,DodgerLoopWeekend
3.0,3.0,-0.4483872415529599,3.0,2,DodgerLoopWeekend
1.0,1.0,-0.9485390625870073,1.0,2,DodgerLoopWeekend
2.0,2.0,-1.9922897423456518,2.0,2,DodgerLoopWeekend
3.0,3.0,-1.5018390999360443,3.0,2,DodgerLoopWeekend
5.0,5.0,4.118663778109569,5.0,2,DodgerLoopWeekend
2.0,2.0,0.7710175405686228,2.0,2,DodgerLoopWeekend
4.0,4.0,-3.9439316840499714,4.0,2,DodgerLoopWeekend
2.0,2.0,0.835760573252613,2.0,2,DodgerLoopWeekend
0.0,0.0,0.0,0.0,2,DodgerLoopWeekend
1.0,1.0,0.821305517580073,1.0,2,DodgerLoopWeekend
1.0,1.0,0.17898025544238352,1.0,2,DodgerLoopWeekend
4.0,4.0,-0.8908247054075558,4.0,2,DodgerLoopWeekend
4.0,4.0,1.4691652044372305,4.0,2,DodgerLoopWeekend
4.0,4.0,-3.995777669031648,4.0,2,DodgerLoopWeekend
2.0,2.0,1.8616406430007222,2.0,2,DodgerLoopWeekend
1.0,1.0,-0.6610810190337464,1.0,2,DodgerLoopWeekend
4.0,4.0,-0.0641079741106773,4.0,2,DodgerLoopWeekend
5.0,5.0,-3.901929975502774,5.0,2,DodgerLoopWeekend
1.0,1.0,-0.8667379776556042,1.0,2,DodgerLoopWeekend
4.0,4.0,-3.939353171205534,4.0,2,DodgerLoopWeekend
2.0,2.0,0.7358231896301657,2.0,2,DodgerLoopWeekend
2.0,2.0,-1.9998119568706656,2.0,2,DodgerLoopWeekend
3.0,3.0,2.5355152695055865,3.0,2,DodgerLoopWeekend
2.0,2.0,1.1394493218012167,2.0,2,DodgerLoopWeekend
3.0,3.0,-2.086611346512761,3.0,2,DodgerLoopWeekend
3.0,3.0,-2.6751631089008177,3.0,2,DodgerLoopWeekend
7.0,7.0,5.535370777901277,7.0,2,DodgerLoopWeekend
4.0,4.0,-2.742408855438569,4.0,2,DodgerLoopWeekend
5.0,5.0,3.395378750664595,5.0,2,DodgerLoopWeekend
2.0,2.0,-1.9859338049395157,2.0,2,DodgerLoopWeekend
3.0,3.0,-2.5335020167411675,3.0,2,DodgerLoopWeekend
7.0,7.0,-5.791972264754727,7.0,2,DodgerLoopWeekend
10.0,10.0,6.801901915909909,10.0,2,DodgerLoopWeekend
16.0,16.0,-15.836436833104234,16.0,2,DodgerLoopWeekend
6.0,6.0,2.342737107337101,6.0,2,DodgerLoopWeekend
12.0,12.0,11.986336250376896,12.0,2,DodgerLoopWeekend
10.0,10.0,8.125365550965217,10.0,2,DodgerLoopWeekend
17.0,17.0,16.964733451437397,17.0,2,DodgerLoopWeekend
12.0,12.0,-11.617555985252032,12.0,2,DodgerLoopWeekend
16.0,16.0,-12.32765575868341,16.0,2,DodgerLoopWeekend
7.0,7.0,-1.407654739755622,7.0,2,DodgerLoopWeekend
17.0,17.0,-12.222350900795544,17.0,2,DodgerLoopWeekend
18.0,18.0,-17.90420682862831,18.0,2,DodgerLoopWeekend
17.0,17.0,-5.800985131028879,17.0,2,DodgerLoopWeekend
9.0,9.0,3.2545915100397678,9.0,2,DodgerLoopWeekend
19.0,19.0,18.853586199124464,19.0,2,DodgerLoopWeekend
26.0,26.0,18.845978347530167,26.0,2,DodgerLoopWeekend
23.0,23.0,-7.99584027176297,23.0,2,DodgerLoopWeekend
29.0,29.0,25.621069976973075,29.0,2,DodgerLoopWeekend
23.0,23.0,-7.587803646473617,23.0,2,DodgerLoopWeekend
30.0,30.0,15.052756019204894,30.0,2,DodgerLoopWeekend
43.0,43.0,41.31986771086032,43.0,2,DodgerLoopWeekend
31.0,31.0,-27.53547318676531,31.0,2,DodgerLoopWeekend
39.0,39.0,-20.218349653636757,39.0,2,DodgerLoopWeekend
38.0,38.0,18.945311474964612,38.0,2,DodgerLoopWeekend
43.0,43.0,41.79480241522159,43.0,2,DodgerLoopWeekend
56.0,56.0,-8.79559388437287,56.0,2,DodgerLoopWeekend
35.0,35.0,-15.902736074589024,35.0,2,DodgerLoopWeekend
42.0,42.0,37.202526699481915,42.0,2,DodgerLoopWeekend
53.0,53.0,16.018300519365827,53.0,2,DodgerLoopWeekend
39.0,39.0,-8.615450430667469,39.0,2,DodgerLoopWeekend
45.0,45.0,20.61681231550573,45.0,2,DodgerLoopWeekend
43.0,43.0,-42.504527623236434,43.0,2,DodgerLoopWeekend
48.0,48.0,15.34113171274429,48.0,2,DodgerLoopWeekend
46.0,46.0,-1.4462805346437029,46.0,2,DodgerLoopWeekend
40.0,40.0,39.67072313515906,40.0,2,DodgerLoopWeekend
42.0,42.0,41.57677728568005,42.0,2,DodgerLoopWeekend
33.0,33.0,32.65705277134079,33.0,2,DodgerLoopWeekend
33.0,33.0,-16.532652313157605,33.0,2,DodgerLoopWeekend
41.0,41.0,3.3261925649205,41.0,2,DodgerLoopWeekend
34.0,34.0,-17.75988019794411,34.0,2,DodgerLoopWeekend
43.0,43.0,42.23118971545212,43.0,2,DodgerLoopWeekend
55.0,55.0,-51.589556070121816,55.0,2,DodgerLoopWeekend
41.0,41.0,17.59832934102941,41.0,2,DodgerLoopWeekend
40.0,40.0,8.106112501954357,40.0,2,DodgerLoopWeekend
43.0,43.0,-40.964814423976776,43.0,2,DodgerLoopWeekend
52.0,52.0,-21.43141594375349,52.0,2,DodgerLoopWeekend
47.0,47.0,46.644840800804616,47.0,2,DodgerLoopWeekend
42.0,42.0,30.31908050406251,42.0,2,DodgerLoopWeekend
39.0,39.0,-26.50761417086732,39.0,2,DodgerLoopWeekend
35.0,35.0,11.44872192573627,35.0,2,DodgerLoopWeekend
35.0,35.0,-7.4004466224490715,35.0,2,DodgerLoopWeekend
