"","target","id","set_split","problem","timepoint","values"
"32","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",8,-0.35510183
"33","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.71658276
"34","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",10,1.2013925
"35","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",11,1.1248436
"36","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",12,1.0482947
"37","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.79313166
"38","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.46141977
"39","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.48693607
"40","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",16,0.56348497
"41","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",17,0.61451757
"42","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",18,0.30832197
"43","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",19,0.25728936
"44","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",20,1.0993273
"45","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",21,1.0482947
"46","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",22,0.69106647
"47","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",23,-0.048906237
"48","1","2_ItalyPowerDemand","Train","ItalyPowerDemand",24,-0.38061813
"49","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",1,1.3190669
"50","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",2,0.56977448
"51","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",3,0.19512825
"52","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",4,-0.085856424
"53","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",5,-0.17951799
"54","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",6,-0.27317954
"55","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",7,-0.085856424
"56","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",8,-1.3971182
"57","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",9,-1.1161336
"58","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",10,-0.74148733
"59","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",11,0.0078051347
"60","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",12,-0.085856424
"61","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.0078051347
"62","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",14,-0.46050266
"63","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",15,-0.55416422
"64","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",16,-0.74148733
"65","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",17,-0.74148733
"66","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",18,-0.74148733
"67","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",19,-1.1161336
"68","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",20,-0.46050266
"69","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",21,0.47611292
"70","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",22,2.3493441
"71","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",23,2.2556825
"72","2","3_ItalyPowerDemand","Train","ItalyPowerDemand",24,1.6000516
"73","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",1,-0.81244429
"74","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",2,-1.1575534
"75","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.4163852
"76","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.5314215
"77","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.5026624
"78","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.4163852
"79","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",7,-1.6464579
"80","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",8,-0.46733521
"81","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.6542693
"82","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",10,1.0568965
"83","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",11,1.3444874
"84","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",12,1.200692
"85","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.99937838
"86","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.6542693
"87","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.74054657
"88","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",16,0.88434202
"89","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",17,0.88434202
"90","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",18,0.68302839
"91","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",19,0.62551021
"92","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",20,0.42419658
"93","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",21,-0.0071897655
"94","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",22,-0.035948855
"95","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",23,0.1078466
"96","2","4_ItalyPowerDemand","Train","ItalyPowerDemand",24,-0.26602157
"97","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",1,-0.97284033
"98","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",2,-1.3905178
"99","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.5367049
"100","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.6202404
"101","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.6202404
"102","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.4531694
"103","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",7,-0.9937242
"104","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",8,0.050469368
"105","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.63521776
"106","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",10,1.0320113
"107","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",11,0.80228873
"108","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",12,0.8231726
"109","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.65610163
"110","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.3846113
"111","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.32195969
"112","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",16,0.48903066
"113","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",17,0.61433389
"114","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",18,1.3035016
"115","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",19,1.24085
"116","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",20,1.0737791
"117","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",21,0.55168227
"118","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",22,0.42637904
"119","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",23,-0.17925321
"120","1","5_ItalyPowerDemand","Train","ItalyPowerDemand",24,-0.63869838
"121","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",1,0.36742384
"122","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",2,-0.27780827
"123","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",3,-0.76173234
"124","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",4,-0.86927102
"125","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.1381178
"126","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.0843484
"127","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",7,-1.1381178
"128","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",8,-0.60042432
"129","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",9,-1.0843484
"130","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",10,-0.27780827
"131","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",11,0.36742384
"132","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",12,0.47496251
"133","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.52873185
"134","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.098577125
"135","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",15,-0.27780827
"136","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",16,-0.38534696
"137","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",17,-0.60042432
"138","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",18,-0.54665497
"139","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",19,-0.49288564
"140","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",20,0.36742384
"141","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",21,2.3031202
"142","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",22,2.0880428
"143","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",23,1.7654268
"144","1","6_ItalyPowerDemand","Train","ItalyPowerDemand",24,1.173964
"145","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",1,0.087212802
"146","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",2,-0.5764553
"147","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.0869692
"148","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.3932776
"149","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.3932776
"150","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.2911748
"151","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",7,-1.7506373
"152","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",8,-0.72960947
"153","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.34246976
"154","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",10,1.7208573
"155","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",11,1.8229601
"156","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",12,1.7719087
"157","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",13,1.159292
"158","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.80193229
"159","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.18931559
"160","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",16,-0.014889982
"161","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",17,-0.065941374
"162","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",18,-0.065941374
"163","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",19,-0.014889982
"164","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",20,0.087212802
"165","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",21,-0.32119833
"166","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",22,-0.21909555
"167","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",23,0.7508809
"168","2","7_ItalyPowerDemand","Train","ItalyPowerDemand",24,0.18931559
"169","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",1,-1.0990687
"170","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",2,-1.375564
"171","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.5230281
"172","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.5598942
"173","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.5967602
"174","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.430863
"175","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",7,-1.1359347
"176","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",8,-0.23271685
"177","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.652068
"178","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",10,0.94699629
"179","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",11,1.0022954
"180","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",12,0.91013026
"181","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.79953215
"182","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.43087179
"183","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.55990291
"184","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",16,0.63363499
"185","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",17,0.83639818
"186","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",18,0.78109913
"187","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",19,1.2050586
"188","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",20,0.98386233
"189","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",21,0.59676895
"190","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",22,0.30184066
"191","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",23,-0.12211874
"192","1","8_ItalyPowerDemand","Train","ItalyPowerDemand",24,-0.56451118
"193","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",1,-1.1498699
"194","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",2,-1.5492459
"195","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.4893395
"196","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.5692147
"197","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.5692147
"198","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.4494019
"199","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",7,-1.0899635
"200","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",8,0.088195523
"201","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.3477899
"202","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",10,1.0666666
"203","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",11,1.1066042
"204","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",12,1.0466978
"205","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.64732186
"206","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.50754028
"207","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.60738427
"208","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",16,0.62735306
"209","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",17,0.68725946
"210","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",18,0.72719705
"211","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",19,1.0666666
"212","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",20,0.96682264
"213","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",21,0.58741547
"214","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",22,0.36775869
"215","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",23,-0.071554863
"216","1","9_ItalyPowerDemand","Train","ItalyPowerDemand",24,-0.51086841
"217","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",1,-0.75623962
"218","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",2,-1.1883766
"219","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.3154757
"220","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.4425748
"221","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.4425748
"222","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.2900559
"223","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",7,-1.5442541
"224","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",8,-0.88333872
"225","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.41307207
"226","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",10,1.2010865
"227","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",11,1.277346
"228","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",12,1.2519261
"229","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.99772791
"230","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.845209
"231","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.89604864
"232","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",16,0.97230809
"233","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",17,1.0231478
"234","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",18,0.7181099
"235","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",19,0.31139279
"236","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",20,0.48933153
"237","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",21,-0.14616395
"238","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",22,-0.19700358
"239","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",23,0.057194601
"240","2","10_ItalyPowerDemand","Train","ItalyPowerDemand",24,-0.24784322
"241","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",1,-0.50951707
"242","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",2,-1.2395714
"243","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.2395714
"244","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.6045985
"245","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.6045985
"246","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.1483146
"247","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",7,-0.78328746
"248","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",8,-1.2395714
"249","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",9,-0.14448992
"250","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",10,0.95059156
"251","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",11,1.3156187
"252","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",12,1.4981323
"253","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",13,1.2243619
"254","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.85933478
"255","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.49430761
"256","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",16,0.76807799
"257","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",17,0.49430761
"258","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",18,0.49430761
"259","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",19,0.12928045
"260","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",20,-0.32700349
"261","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",21,-0.69203065
"262","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",22,1.0418483
"263","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",23,0.85933478
"264","2","11_ItalyPowerDemand","Train","ItalyPowerDemand",24,0.40305082
"265","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",1,-1.0048172
"266","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",2,-1.3816236
"267","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.5574667
"268","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.6077075
"269","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.6579484
"270","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.4318645
"271","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",7,-1.0801785
"272","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",8,0.22608387
"273","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.9294559
"274","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",10,1.1806602
"275","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",11,1.1052989
"276","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",12,0.87921505
"277","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.72849247
"278","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.52752903
"279","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.55264946
"280","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",16,0.65313118
"281","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",17,0.57776989
"282","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",18,0.27632473
"283","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",19,0.22608387
"284","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",20,1.2057806
"285","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",21,0.77873333
"286","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",22,0.52752903
"287","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",23,0.025120436
"288","1","12_ItalyPowerDemand","Train","ItalyPowerDemand",24,-0.67825161
"289","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",1,-0.97486577
"290","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",2,-1.2824483
"291","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.5490198
"292","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.6105364
"293","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.6310419
"294","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.4875033
"295","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",7,-1.0158768
"296","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",8,-0.13414016
"297","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.68607994
"298","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",10,1.0346735
"299","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",11,1.014168
"300","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",12,0.89113497
"301","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.52203592
"302","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.44001391
"303","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.39900291
"304","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",16,0.41950841
"305","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",17,0.54254143
"306","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",18,1.301245
"307","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",19,1.219223
"308","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",20,0.91164047
"309","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",21,0.58355243
"310","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",22,0.52203592
"311","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",23,-0.19565667
"312","1","13_ItalyPowerDemand","Train","ItalyPowerDemand",24,-0.60576673
"313","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",1,-0.8749153
"314","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",2,-1.2653157
"315","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.4884017
"316","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.6836019
"317","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.6836019
"318","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.5162874
"319","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",7,-1.2653157
"320","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",8,-0.31720038
"321","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.51937202
"322","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",10,1.1328584
"323","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",11,1.1886299
"324","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",12,1.1886299
"325","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",13,0.88188674
"326","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",14,0.57514352
"327","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",15,0.60302927
"328","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",16,0.63091502
"329","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",17,0.88188674
"330","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",18,0.49148628
"331","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",19,0.26840031
"332","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",20,0.35205754
"333","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",21,0.88188674
"334","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",22,0.63091502
"335","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",23,0.15685732
"336","2","14_ItalyPowerDemand","Train","ItalyPowerDemand",24,-0.28931464
"337","1","15_ItalyPowerDemand","Train","ItalyPowerDemand",1,-0.96432326
"338","1","15_ItalyPowerDemand","Train","ItalyPowerDemand",2,-1.4332951
"339","1","15_ItalyPowerDemand","Train","ItalyPowerDemand",3,-1.5270895
"340","1","15_ItalyPowerDemand","Train","ItalyPowerDemand",4,-1.6208838
"341","1","15_ItalyPowerDemand","Train","ItalyPowerDemand",5,-1.667781
"342","1","15_ItalyPowerDemand","Train","ItalyPowerDemand",6,-1.4332951
"343","1","15_ItalyPowerDemand","Train","ItalyPowerDemand",7,-0.96432326
"344","1","15_ItalyPowerDemand","Train","ItalyPowerDemand",8,-0.23741698
"345","1","15_ItalyPowerDemand","Train","ItalyPowerDemand",9,0.65362945
