"","target","id","set_split","problem","timepoint","values"
"38","1","1_PowerCons","Train","PowerCons",38,0.3
"39","1","1_PowerCons","Train","PowerCons",39,0.33
"40","1","1_PowerCons","Train","PowerCons",40,0.36
"41","1","1_PowerCons","Train","PowerCons",41,1.1
"42","1","1_PowerCons","Train","PowerCons",42,1.83
"43","1","1_PowerCons","Train","PowerCons",43,1.93
"44","1","1_PowerCons","Train","PowerCons",44,2.04
"45","1","1_PowerCons","Train","PowerCons",45,2.04
"46","1","1_PowerCons","Train","PowerCons",46,1.93
"47","1","1_PowerCons","Train","PowerCons",47,1.93
"48","1","1_PowerCons","Train","PowerCons",48,1.53
"49","1","1_PowerCons","Train","PowerCons",49,1.36
"50","1","1_PowerCons","Train","PowerCons",50,1.19
"51","1","1_PowerCons","Train","PowerCons",51,2.25
"52","1","1_PowerCons","Train","PowerCons",52,3.31
"53","1","1_PowerCons","Train","PowerCons",53,3.08
"54","1","1_PowerCons","Train","PowerCons",54,2.85
"55","1","1_PowerCons","Train","PowerCons",55,2.04
"56","1","1_PowerCons","Train","PowerCons",56,1.24
"57","1","1_PowerCons","Train","PowerCons",57,1.26
"58","1","1_PowerCons","Train","PowerCons",58,1.29
"59","1","1_PowerCons","Train","PowerCons",59,1.31
"60","1","1_PowerCons","Train","PowerCons",60,1.34
"61","1","1_PowerCons","Train","PowerCons",61,1.79
"62","1","1_PowerCons","Train","PowerCons",62,2.25
"63","1","1_PowerCons","Train","PowerCons",63,1.73
"64","1","1_PowerCons","Train","PowerCons",64,1.21
"65","1","1_PowerCons","Train","PowerCons",65,1.12
"66","1","1_PowerCons","Train","PowerCons",66,0.97
"67","1","1_PowerCons","Train","PowerCons",67,0.82
"68","1","1_PowerCons","Train","PowerCons",68,0.47
"69","1","1_PowerCons","Train","PowerCons",69,0.11
"70","1","1_PowerCons","Train","PowerCons",70,0.16
"71","1","1_PowerCons","Train","PowerCons",71,0.22
"72","1","1_PowerCons","Train","PowerCons",72,0.62
"73","1","1_PowerCons","Train","PowerCons",73,0.82
"74","1","1_PowerCons","Train","PowerCons",74,0.63
"75","1","1_PowerCons","Train","PowerCons",75,0.35
"76","1","1_PowerCons","Train","PowerCons",76,0.3
"77","1","1_PowerCons","Train","PowerCons",77,0.22
"78","1","1_PowerCons","Train","PowerCons",78,0.17
"79","1","1_PowerCons","Train","PowerCons",79,0.27
"80","1","1_PowerCons","Train","PowerCons",80,0.21
"81","1","1_PowerCons","Train","PowerCons",81,0.15
"82","1","1_PowerCons","Train","PowerCons",82,0.16
"83","1","1_PowerCons","Train","PowerCons",83,0.22
"84","1","1_PowerCons","Train","PowerCons",84,0.31
"85","1","1_PowerCons","Train","PowerCons",85,0.48
"86","1","1_PowerCons","Train","PowerCons",86,0.65
"87","1","1_PowerCons","Train","PowerCons",87,1.01
"88","1","1_PowerCons","Train","PowerCons",88,1.36
"89","1","1_PowerCons","Train","PowerCons",89,0.92
"90","1","1_PowerCons","Train","PowerCons",90,0.52
"91","1","1_PowerCons","Train","PowerCons",91,0.23
"92","1","1_PowerCons","Train","PowerCons",92,0.21
"93","1","1_PowerCons","Train","PowerCons",93,0.19
"94","1","1_PowerCons","Train","PowerCons",94,0.16
"95","1","1_PowerCons","Train","PowerCons",95,0.16
"96","1","1_PowerCons","Train","PowerCons",96,0.17
"97","1","1_PowerCons","Train","PowerCons",97,0.17
"98","1","1_PowerCons","Train","PowerCons",98,0.17
"99","1","1_PowerCons","Train","PowerCons",99,0.18
"100","1","1_PowerCons","Train","PowerCons",100,0.18
"101","1","1_PowerCons","Train","PowerCons",101,0.16
"102","1","1_PowerCons","Train","PowerCons",102,0.19
"103","1","1_PowerCons","Train","PowerCons",103,0.25
"104","1","1_PowerCons","Train","PowerCons",104,0.28
"105","1","1_PowerCons","Train","PowerCons",105,0.26
"106","1","1_PowerCons","Train","PowerCons",106,0.23
"107","1","1_PowerCons","Train","PowerCons",107,0.21
"108","1","1_PowerCons","Train","PowerCons",108,0.2
"109","1","1_PowerCons","Train","PowerCons",109,0.18
"110","1","1_PowerCons","Train","PowerCons",110,0.14
"111","1","1_PowerCons","Train","PowerCons",111,0.25
"112","1","1_PowerCons","Train","PowerCons",112,0.37
"113","1","1_PowerCons","Train","PowerCons",113,0.58
"114","1","1_PowerCons","Train","PowerCons",114,0.7
"115","1","1_PowerCons","Train","PowerCons",115,0.74
"116","1","1_PowerCons","Train","PowerCons",116,0.56
"117","1","1_PowerCons","Train","PowerCons",117,0.38
"118","1","1_PowerCons","Train","PowerCons",118,0.32
"119","1","1_PowerCons","Train","PowerCons",119,0.3
"120","1","1_PowerCons","Train","PowerCons",120,0.32
"121","1","1_PowerCons","Train","PowerCons",121,0.31
"122","1","1_PowerCons","Train","PowerCons",122,0.31
"123","1","1_PowerCons","Train","PowerCons",123,0.85
"124","1","1_PowerCons","Train","PowerCons",124,1.4
"125","1","1_PowerCons","Train","PowerCons",125,1.82
"126","1","1_PowerCons","Train","PowerCons",126,2.24
"127","1","1_PowerCons","Train","PowerCons",127,2.29
"128","1","1_PowerCons","Train","PowerCons",128,2.34
"129","1","1_PowerCons","Train","PowerCons",129,2.38
"130","1","1_PowerCons","Train","PowerCons",130,2.38
"131","1","1_PowerCons","Train","PowerCons",131,1.23
"132","1","1_PowerCons","Train","PowerCons",132,1.23
"133","1","1_PowerCons","Train","PowerCons",133,1.18
"134","1","1_PowerCons","Train","PowerCons",134,1.14
"135","1","1_PowerCons","Train","PowerCons",135,0.77
"136","1","1_PowerCons","Train","PowerCons",136,0.4
"137","1","1_PowerCons","Train","PowerCons",137,0.33
"138","1","1_PowerCons","Train","PowerCons",138,0.29
"139","1","1_PowerCons","Train","PowerCons",139,0.28
"140","1","1_PowerCons","Train","PowerCons",140,0.24
"141","1","1_PowerCons","Train","PowerCons",141,0.22
"142","1","1_PowerCons","Train","PowerCons",142,0.23
"143","1","1_PowerCons","Train","PowerCons",143,0.25
"144","1","1_PowerCons","Train","PowerCons",144,0.25
"145","1","2_PowerCons","Train","PowerCons",1,0.14
"146","1","2_PowerCons","Train","PowerCons",2,0.19
"147","1","2_PowerCons","Train","PowerCons",3,0.19
"148","1","2_PowerCons","Train","PowerCons",4,0.16
"149","1","2_PowerCons","Train","PowerCons",5,0.16
"150","1","2_PowerCons","Train","PowerCons",6,0.18
"151","1","2_PowerCons","Train","PowerCons",7,0.17
"152","1","2_PowerCons","Train","PowerCons",8,0.16
"153","1","2_PowerCons","Train","PowerCons",9,0.17
"154","1","2_PowerCons","Train","PowerCons",10,0.17
"155","1","2_PowerCons","Train","PowerCons",11,0.16
"156","1","2_PowerCons","Train","PowerCons",12,0.18
"157","1","2_PowerCons","Train","PowerCons",13,0.18
"158","1","2_PowerCons","Train","PowerCons",14,0.14
"159","1","2_PowerCons","Train","PowerCons",15,0.13
"160","1","2_PowerCons","Train","PowerCons",16,0.16
"161","1","2_PowerCons","Train","PowerCons",17,0.19
"162","1","2_PowerCons","Train","PowerCons",18,0.14
"163","1","2_PowerCons","Train","PowerCons",19,0.15
"164","1","2_PowerCons","Train","PowerCons",20,0.18
"165","1","2_PowerCons","Train","PowerCons",21,0.18
"166","1","2_PowerCons","Train","PowerCons",22,0.15
"167","1","2_PowerCons","Train","PowerCons",23,0.16
"168","1","2_PowerCons","Train","PowerCons",24,0.19
"169","1","2_PowerCons","Train","PowerCons",25,0.17
"170","1","2_PowerCons","Train","PowerCons",26,0.16
"171","1","2_PowerCons","Train","PowerCons",27,0.16
"172","1","2_PowerCons","Train","PowerCons",28,0.17
"173","1","2_PowerCons","Train","PowerCons",29,0.16
"174","1","2_PowerCons","Train","PowerCons",30,0.18
"175","1","2_PowerCons","Train","PowerCons",31,0.17
"176","1","2_PowerCons","Train","PowerCons",32,0.14
"177","1","2_PowerCons","Train","PowerCons",33,0.15
"178","1","2_PowerCons","Train","PowerCons",34,0.17
"179","1","2_PowerCons","Train","PowerCons",35,0.18
"180","1","2_PowerCons","Train","PowerCons",36,0.1
"181","1","2_PowerCons","Train","PowerCons",37,0.37
"182","1","2_PowerCons","Train","PowerCons",38,0.64
"183","1","2_PowerCons","Train","PowerCons",39,0.89
"184","1","2_PowerCons","Train","PowerCons",40,1.14
"185","1","2_PowerCons","Train","PowerCons",41,1.19
"186","1","2_PowerCons","Train","PowerCons",42,1.24
"187","1","2_PowerCons","Train","PowerCons",43,0.68
"188","1","2_PowerCons","Train","PowerCons",44,0.12
"189","1","2_PowerCons","Train","PowerCons",45,0.16
"190","1","2_PowerCons","Train","PowerCons",46,0.17
"191","1","2_PowerCons","Train","PowerCons",47,0.16
"192","1","2_PowerCons","Train","PowerCons",48,0.18
"193","1","2_PowerCons","Train","PowerCons",49,0.16
"194","1","2_PowerCons","Train","PowerCons",50,0.14
"195","1","2_PowerCons","Train","PowerCons",51,0.15
"196","1","2_PowerCons","Train","PowerCons",52,0.16
"197","1","2_PowerCons","Train","PowerCons",53,0.16
"198","1","2_PowerCons","Train","PowerCons",54,0.13
"199","1","2_PowerCons","Train","PowerCons",55,0.16
"200","1","2_PowerCons","Train","PowerCons",56,0.14
"201","1","2_PowerCons","Train","PowerCons",57,0.12
"202","1","2_PowerCons","Train","PowerCons",58,0.14
"203","1","2_PowerCons","Train","PowerCons",59,0.17
"204","1","2_PowerCons","Train","PowerCons",60,0.18
"205","1","2_PowerCons","Train","PowerCons",61,0.16
"206","1","2_PowerCons","Train","PowerCons",62,0.16
"207","1","2_PowerCons","Train","PowerCons",63,0.16
"208","1","2_PowerCons","Train","PowerCons",64,0.16
"209","1","2_PowerCons","Train","PowerCons",65,0.17
"210","1","2_PowerCons","Train","PowerCons",66,0.22
"211","1","2_PowerCons","Train","PowerCons",67,0.25
"212","1","2_PowerCons","Train","PowerCons",68,0.25
"213","1","2_PowerCons","Train","PowerCons",69,0.27
"214","1","2_PowerCons","Train","PowerCons",70,0.29
"215","1","2_PowerCons","Train","PowerCons",71,0.17
"216","1","2_PowerCons","Train","PowerCons",72,0.13
"217","1","2_PowerCons","Train","PowerCons",73,0.17
"218","1","2_PowerCons","Train","PowerCons",74,0.18
"219","1","2_PowerCons","Train","PowerCons",75,0.16
"220","1","2_PowerCons","Train","PowerCons",76,0.15
"221","1","2_PowerCons","Train","PowerCons",77,0.16
"222","1","2_PowerCons","Train","PowerCons",78,0.16
"223","1","2_PowerCons","Train","PowerCons",79,0.16
"224","1","2_PowerCons","Train","PowerCons",80,0.18
"225","1","2_PowerCons","Train","PowerCons",81,0.16
"226","1","2_PowerCons","Train","PowerCons",82,0.14
"227","1","2_PowerCons","Train","PowerCons",83,0.16
"228","1","2_PowerCons","Train","PowerCons",84,0.18
"229","1","2_PowerCons","Train","PowerCons",85,0.16
"230","1","2_PowerCons","Train","PowerCons",86,0.13
"231","1","2_PowerCons","Train","PowerCons",87,0.17
"232","1","2_PowerCons","Train","PowerCons",88,0.14
"233","1","2_PowerCons","Train","PowerCons",89,0.1
"234","1","2_PowerCons","Train","PowerCons",90,0.13
"235","1","2_PowerCons","Train","PowerCons",91,0.17
"236","1","2_PowerCons","Train","PowerCons",92,0.18
"237","1","2_PowerCons","Train","PowerCons",93,0.16
"238","1","2_PowerCons","Train","PowerCons",94,0.16
"239","1","2_PowerCons","Train","PowerCons",95,0.16
"240","1","2_PowerCons","Train","PowerCons",96,0.16
"241","1","2_PowerCons","Train","PowerCons",97,0.16
"242","1","2_PowerCons","Train","PowerCons",98,0.18
"243","1","2_PowerCons","Train","PowerCons",99,0.15
"244","1","2_PowerCons","Train","PowerCons",100,0.15
"245","1","2_PowerCons","Train","PowerCons",101,0.18
"246","1","2_PowerCons","Train","PowerCons",102,0.2
"247","1","2_PowerCons","Train","PowerCons",103,0.18
"248","1","2_PowerCons","Train","PowerCons",104,0.2
"249","1","2_PowerCons","Train","PowerCons",105,0.22
"250","1","2_PowerCons","Train","PowerCons",106,0.21
"251","1","2_PowerCons","Train","PowerCons",107,0.2
"252","1","2_PowerCons","Train","PowerCons",108,0.22
"253","1","2_PowerCons","Train","PowerCons",109,0.71
"254","1","2_PowerCons","Train","PowerCons",110,1.2
"255","1","2_PowerCons","Train","PowerCons",111,1.21
"256","1","2_PowerCons","Train","PowerCons",112,1.26
"257","1","2_PowerCons","Train","PowerCons",113,1.33
"258","1","2_PowerCons","Train","PowerCons",114,1.41
"259","1","2_PowerCons","Train","PowerCons",115,1.48
"260","1","2_PowerCons","Train","PowerCons",116,1.15
"261","1","2_PowerCons","Train","PowerCons",117,0.83
"262","1","2_PowerCons","Train","PowerCons",118,0.62
"263","1","2_PowerCons","Train","PowerCons",119,0.4
"264","1","2_PowerCons","Train","PowerCons",120,0.37
"265","1","2_PowerCons","Train","PowerCons",121,0.32
"266","1","2_PowerCons","Train","PowerCons",122,0.26
"267","1","2_PowerCons","Train","PowerCons",123,0.23
"268","1","2_PowerCons","Train","PowerCons",124,0.25
"269","1","2_PowerCons","Train","PowerCons",125,0.24
"270","1","2_PowerCons","Train","PowerCons",126,0.23
"271","1","2_PowerCons","Train","PowerCons",127,0.23
"272","1","2_PowerCons","Train","PowerCons",128,0.25
"273","1","2_PowerCons","Train","PowerCons",129,0.25
"274","1","2_PowerCons","Train","PowerCons",130,0.21
"275","1","2_PowerCons","Train","PowerCons",131,0.22
"276","1","2_PowerCons","Train","PowerCons",132,0.26
"277","1","2_PowerCons","Train","PowerCons",133,0.29
"278","1","2_PowerCons","Train","PowerCons",134,0.39
"279","1","2_PowerCons","Train","PowerCons",135,0.48
"280","1","2_PowerCons","Train","PowerCons",136,0.62
"281","1","2_PowerCons","Train","PowerCons",137,0.39
"282","1","2_PowerCons","Train","PowerCons",138,0.17
"283","1","2_PowerCons","Train","PowerCons",139,0.14
"284","1","2_PowerCons","Train","PowerCons",140,0.7
"285","1","2_PowerCons","Train","PowerCons",141,1.25
"286","1","2_PowerCons","Train","PowerCons",142,1.21
"287","1","2_PowerCons","Train","PowerCons",143,1.2
"288","1","2_PowerCons","Train","PowerCons",144,1.24
"289","1","3_PowerCons","Train","PowerCons",1,0.34
"290","1","3_PowerCons","Train","PowerCons",2,0.34
"291","1","3_PowerCons","Train","PowerCons",3,0.34
"292","1","3_PowerCons","Train","PowerCons",4,0.26
"293","1","3_PowerCons","Train","PowerCons",5,0.18
"294","1","3_PowerCons","Train","PowerCons",6,0.83
"295","1","3_PowerCons","Train","PowerCons",7,1.48
"296","1","3_PowerCons","Train","PowerCons",8,1.36
"297","1","3_PowerCons","Train","PowerCons",9,0.95
"298","1","3_PowerCons","Train","PowerCons",10,0.55
"299","1","3_PowerCons","Train","PowerCons",11,0.42
"300","1","3_PowerCons","Train","PowerCons",12,0.29
"301","1","3_PowerCons","Train","PowerCons",13,0.26
"302","1","3_PowerCons","Train","PowerCons",14,0.24
"303","1","3_PowerCons","Train","PowerCons",15,0.24
"304","1","3_PowerCons","Train","PowerCons",16,0.25
"305","1","3_PowerCons","Train","PowerCons",17,0.23
"306","1","3_PowerCons","Train","PowerCons",18,0.25
"307","1","3_PowerCons","Train","PowerCons",19,0.26
"308","1","3_PowerCons","Train","PowerCons",20,0.25
"309","1","3_PowerCons","Train","PowerCons",21,0.25
"310","1","3_PowerCons","Train","PowerCons",22,0.26
"311","1","3_PowerCons","Train","PowerCons",23,0.28
"312","1","3_PowerCons","Train","PowerCons",24,0.3
"313","1","3_PowerCons","Train","PowerCons",25,0.33
"314","1","3_PowerCons","Train","PowerCons",26,0.31
"315","1","3_PowerCons","Train","PowerCons",27,0.3
"316","1","3_PowerCons","Train","PowerCons",28,0.27
"317","1","3_PowerCons","Train","PowerCons",29,0.25
"318","1","3_PowerCons","Train","PowerCons",30,0.22
"319","1","3_PowerCons","Train","PowerCons",31,0.2
"320","1","3_PowerCons","Train","PowerCons",32,0.22
"321","1","3_PowerCons","Train","PowerCons",33,0.24
"322","1","3_PowerCons","Train","PowerCons",34,0.22
"323","1","3_PowerCons","Train","PowerCons",35,0.19
"324","1","3_PowerCons","Train","PowerCons",36,0.22
"325","1","3_PowerCons","Train","PowerCons",37,0.24
"326","1","3_PowerCons","Train","PowerCons",38,0.24
"327","1","3_PowerCons","Train","PowerCons",39,0.25
"328","1","3_PowerCons","Train","PowerCons",40,1.79
"329","1","3_PowerCons","Train","PowerCons",41,3.33
"330","1","3_PowerCons","Train","PowerCons",42,2.94
"331","1","3_PowerCons","Train","PowerCons",43,2.54
"332","1","3_PowerCons","Train","PowerCons",44,2.54
"333","1","3_PowerCons","Train","PowerCons",45,1.58
"334","1","3_PowerCons","Train","PowerCons",46,1.58
"335","1","3_PowerCons","Train","PowerCons",47,1.46
"336","1","3_PowerCons","Train","PowerCons",48,1.34
"337","1","3_PowerCons","Train","PowerCons",49,1.61
"338","1","3_PowerCons","Train","PowerCons",50,1.79
"339","1","3_PowerCons","Train","PowerCons",51,1.96
"340","1","3_PowerCons","Train","PowerCons",52,1.97
"341","1","3_PowerCons","Train","PowerCons",53,1.63
"342","1","3_PowerCons","Train","PowerCons",54,1.29
"343","1","3_PowerCons","Train","PowerCons",55,1.31
"344","1","3_PowerCons","Train","PowerCons",56,1.34
"345","1","3_PowerCons","Train","PowerCons",57,1.32
"346","1","3_PowerCons","Train","PowerCons",58,1.3
"347","1","3_PowerCons","Train","PowerCons",59,1.28
"348","1","3_PowerCons","Train","PowerCons",60,1.26
"349","1","3_PowerCons","Train","PowerCons",61,1.24
"350","1","3_PowerCons","Train","PowerCons",62,1.21
"351","1","3_PowerCons","Train","PowerCons",63,0.92
"352","1","3_PowerCons","Train","PowerCons",64,0.64
"353","1","3_PowerCons","Train","PowerCons",65,0.45
"354","1","3_PowerCons","Train","PowerCons",66,0.26
"355","1","3_PowerCons","Train","PowerCons",67,0.23
"356","1","3_PowerCons","Train","PowerCons",68,0.24
"357","1","3_PowerCons","Train","PowerCons",69,0.26
"358","1","3_PowerCons","Train","PowerCons",70,0.25
"359","1","3_PowerCons","Train","PowerCons",71,0.25
"360","1","3_PowerCons","Train","PowerCons",72,0.29
"361","1","3_PowerCons","Train","PowerCons",73,0.34
"362","1","3_PowerCons","Train","PowerCons",74,0.33
"363","1","3_PowerCons","Train","PowerCons",75,0.33
"364","1","3_PowerCons","Train","PowerCons",76,0.31
"365","1","3_PowerCons","Train","PowerCons",77,0.29
"366","1","3_PowerCons","Train","PowerCons",78,0.32
"367","1","3_PowerCons","Train","PowerCons",79,0.35
"368","1","3_PowerCons","Train","PowerCons",80,0.31
"369","1","3_PowerCons","Train","PowerCons",81,0.27
"370","1","3_PowerCons","Train","PowerCons",82,0.23
"371","1","3_PowerCons","Train","PowerCons",83,0.2
"372","1","3_PowerCons","Train","PowerCons",84,1.29
"373","1","3_PowerCons","Train","PowerCons",85,2.39
"374","1","3_PowerCons","Train","PowerCons",86,0.77
"375","1","3_PowerCons","Train","PowerCons",87,0.75
"376","1","3_PowerCons","Train","PowerCons",88,0.74
"377","1","3_PowerCons","Train","PowerCons",89,1.08
"378","1","3_PowerCons","Train","PowerCons",90,1.42
"379","1","3_PowerCons","Train","PowerCons",91,1.37
"380","1","3_PowerCons","Train","PowerCons",92,1.58
"381","1","3_PowerCons","Train","PowerCons",93,1.79
"382","1","3_PowerCons","Train","PowerCons",94,1.04
"383","1","3_PowerCons","Train","PowerCons",95,0.29
"384","1","3_PowerCons","Train","PowerCons",96,0.35
"385","1","3_PowerCons","Train","PowerCons",97,0.32
"386","1","3_PowerCons","Train","PowerCons",98,0.28
"387","1","3_PowerCons","Train","PowerCons",99,0.3
"388","1","3_PowerCons","Train","PowerCons",100,0.32
"389","1","3_PowerCons","Train","PowerCons",101,0.19
"390","1","3_PowerCons","Train","PowerCons",102,0.17
"391","1","3_PowerCons","Train","PowerCons",103,0.16
"392","1","3_PowerCons","Train","PowerCons",104,0.24
"393","1","3_PowerCons","Train","PowerCons",105,0.32
"394","1","3_PowerCons","Train","PowerCons",106,0.32
"395","1","3_PowerCons","Train","PowerCons",107,0.32
"396","1","3_PowerCons","Train","PowerCons",108,0.32
"397","1","3_PowerCons","Train","PowerCons",109,0.28
"398","1","3_PowerCons","Train","PowerCons",110,0.28
"399","1","3_PowerCons","Train","PowerCons",111,0.26
"400","1","3_PowerCons","Train","PowerCons",112,0.25
"401","1","3_PowerCons","Train","PowerCons",113,0.26
"402","1","3_PowerCons","Train","PowerCons",114,0.27
"403","1","3_PowerCons","Train","PowerCons",115,0.24
"404","1","3_PowerCons","Train","PowerCons",116,0.21
"405","1","3_PowerCons","Train","PowerCons",117,0.21
"406","1","3_PowerCons","Train","PowerCons",118,0.21
"407","1","3_PowerCons","Train","PowerCons",119,0.23
"408","1","3_PowerCons","Train","PowerCons",120,0.24
"409","1","3_PowerCons","Train","PowerCons",121,0.93
"410","1","3_PowerCons","Train","PowerCons",122,1.62
"411","1","3_PowerCons","Train","PowerCons",123,2.12
"412","1","3_PowerCons","Train","PowerCons",124,2.63
"413","1","3_PowerCons","Train","PowerCons",125,2.63
"414","1","3_PowerCons","Train","PowerCons",126,1.18
"415","1","3_PowerCons","Train","PowerCons",127,1.18
"416","1","3_PowerCons","Train","PowerCons",128,1.01
"417","1","3_PowerCons","Train","PowerCons",129,0.83
"418","1","3_PowerCons","Train","PowerCons",130,0.78
"419","1","3_PowerCons","Train","PowerCons",131,0.74
"420","1","3_PowerCons","Train","PowerCons",132,0.72
"421","1","3_PowerCons","Train","PowerCons",133,0.71
"422","1","3_PowerCons","Train","PowerCons",134,0.7
"423","1","3_PowerCons","Train","PowerCons",135,0.84
"424","1","3_PowerCons","Train","PowerCons",136,0.97
"425","1","3_PowerCons","Train","PowerCons",137,1.23
"426","1","3_PowerCons","Train","PowerCons",138,1.49
"427","1","3_PowerCons","Train","PowerCons",139,1.17
"428","1","3_PowerCons","Train","PowerCons",140,0.85
"429","1","3_PowerCons","Train","PowerCons",141,0.83
"430","1","3_PowerCons","Train","PowerCons",142,0.79
"431","1","3_PowerCons","Train","PowerCons",143,0.75
"432","1","3_PowerCons","Train","PowerCons",144,0.73
"433","1","4_PowerCons","Train","PowerCons",1,1.7
"434","1","4_PowerCons","Train","PowerCons",2,1.5
"435","1","4_PowerCons","Train","PowerCons",3,1.3
"436","1","4_PowerCons","Train","PowerCons",4,3.4
"437","1","4_PowerCons","Train","PowerCons",5,5.5
"438","1","4_PowerCons","Train","PowerCons",6,4.15
"439","1","4_PowerCons","Train","PowerCons",7,2.8
"440","1","4_PowerCons","Train","PowerCons",8,2.67
"441","1","4_PowerCons","Train","PowerCons",9,2.53
"442","1","4_PowerCons","Train","PowerCons",10,2.49
"443","1","4_PowerCons","Train","PowerCons",11,2.45
"444","1","4_PowerCons","Train","PowerCons",12,2.41
"445","1","4_PowerCons","Train","PowerCons",13,1.64
"446","1","4_PowerCons","Train","PowerCons",14,0.88
"447","1","4_PowerCons","Train","PowerCons",15,0.53
"448","1","4_PowerCons","Train","PowerCons",16,0.19
"449","1","4_PowerCons","Train","PowerCons",17,0.17
"450","1","4_PowerCons","Train","PowerCons",18,0.16
"451","1","4_PowerCons","Train","PowerCons",19,0.16
"452","1","4_PowerCons","Train","PowerCons",20,0.22
"453","1","4_PowerCons","Train","PowerCons",21,0.29
"454","1","4_PowerCons","Train","PowerCons",22,0.19
"455","1","4_PowerCons","Train","PowerCons",23,0.14
"456","1","4_PowerCons","Train","PowerCons",24,0.15
"457","1","4_PowerCons","Train","PowerCons",25,0.21
"458","1","4_PowerCons","Train","PowerCons",26,0.26
"459","1","4_PowerCons","Train","PowerCons",27,0.26
"460","1","4_PowerCons","Train","PowerCons",28,0.22
"461","1","4_PowerCons","Train","PowerCons",29,0.21
"462","1","4_PowerCons","Train","PowerCons",30,0.24
"463","1","4_PowerCons","Train","PowerCons",31,0.26
"464","1","4_PowerCons","Train","PowerCons",32,0.29
"465","1","4_PowerCons","Train","PowerCons",33,0.22
"466","1","4_PowerCons","Train","PowerCons",34,0.17
"467","1","4_PowerCons","Train","PowerCons",35,0.13
"468","1","4_PowerCons","Train","PowerCons",36,0.19
"469","1","4_PowerCons","Train","PowerCons",37,0.24
"470","1","4_PowerCons","Train","PowerCons",38,0.16
"471","1","4_PowerCons","Train","PowerCons",39,0.13
"472","1","4_PowerCons","Train","PowerCons",40,0.17
"473","1","4_PowerCons","Train","PowerCons",41,0.21
"474","1","4_PowerCons","Train","PowerCons",42,0.26
"475","1","4_PowerCons","Train","PowerCons",43,0.3
"476","1","4_PowerCons","Train","PowerCons",44,0.99
"477","1","4_PowerCons","Train","PowerCons",45,1.67
"478","1","4_PowerCons","Train","PowerCons",46,1.52
"479","1","4_PowerCons","Train","PowerCons",47,1.36
"480","1","4_PowerCons","Train","PowerCons",48,1.38
"481","1","4_PowerCons","Train","PowerCons",49,1.38
"482","1","4_PowerCons","Train","PowerCons",50,1.39
"483","1","4_PowerCons","Train","PowerCons",51,1.41
"484","1","4_PowerCons","Train","PowerCons",52,1.38
"485","1","4_PowerCons","Train","PowerCons",53,1.35
"486","1","4_PowerCons","Train","PowerCons",54,1.34
"487","1","4_PowerCons","Train","PowerCons",55,1.33
"488","1","4_PowerCons","Train","PowerCons",56,1.33
"489","1","4_PowerCons","Train","PowerCons",57,1.31
"490","1","4_PowerCons","Train","PowerCons",58,1.3
"491","1","4_PowerCons","Train","PowerCons",59,0.89
"492","1","4_PowerCons","Train","PowerCons",60,0.49
"493","1","4_PowerCons","Train","PowerCons",61,0.31
"494","1","4_PowerCons","Train","PowerCons",62,0.14
"495","1","4_PowerCons","Train","PowerCons",63,0.2
"496","1","4_PowerCons","Train","PowerCons",64,0.23
"497","1","4_PowerCons","Train","PowerCons",65,0.22
"498","1","4_PowerCons","Train","PowerCons",66,0.23
